Req. Creation Date,Creation Time,Req. Creation Date - Year Week ISO,Request - ID,Request - Priority Description,Historical Status - Status From,Historical Status - Status To,Historical Status - Change Date,Historical Status - Change Time,Macro Area - Name,Request - Resource Assigned To - GROUP SAP MD,Macro Area (SAP) - MA Area,Request - User Name,Request - Resource Assigned To - Name,Req. Type - Description EN,Req. Status - Description,Req. Closing Date,Request - Text Request,Request - Text Answer,Request - Category,Request - Subject description
2025-03-04,13:26:05,202510,A3202177L,P3 - Normal,Pending For IT Check,Solved,2025-03-10,144154,SAP Tr-SalesAudit (POSDT)  SAP Retail (FMS1) NA,,USA,RUGGIERO LUIGI,Kumari Antima,Incident,Closed,2025-03-15,"Enter a description of your request: : Hello Team, with the launch of Nuance Audio, we're performing some cross checks in BI between OneLRA (with source CAR) and FDW (with source FMS1) to reconciliate the frames units, and on most banners they match. Anyway, we have a difference of 38 units on Target coming from CAR that cannot be found in FMS1-VBRP, and we would like to deep dive with you. 1. Ex. 1: on store ID 1948, CAR side we have 3 Nuance transactions: . 300022020200 and 300022020201 (a sale and a return) on 02/19 -> specularly in VBRP we have a sale and a return on 02/19 . 300021840201 on 02/17 -> we don't find any record in RP1 on the same day 2. Ex. 2: store ID 1912, transaction 320043220100 of 02/10 -> no records in RP1 These are the merch. category codes we're searching for in VBRP-MATKL: 010510518 010540001 030510050 901045005 Please help to understand if something is not being processed yet. Email thread attached. Thanks Luigi..System (RP1/ CP1/ MIM) : RP1..Brand : AW..COUNTRY : US..SAP Site # : RP1..SAP User ID : RUGGIEROL",Master data and Posting period failed idocs have been resolved.,Sap Errors SAP Retail (FMS1) NA,PDM_ECCIDOC_XX_XXX_XXXX: Idoc stuck due to Master data issue
2025-03-04,13:26:05,202510,A3202177L,P3 - Normal,Solved,Closed,2025-03-15,144205,SAP Tr-SalesAudit (POSDT)  SAP Retail (FMS1) NA,,USA,RUGGIERO LUIGI,Kumari Antima,Incident,Closed,2025-03-15,"Enter a description of your request: : Hello Team, with the launch of Nuance Audio, we're performing some cross checks in BI between OneLRA (with source CAR) and FDW (with source FMS1) to reconciliate the frames units, and on most banners they match. Anyway, we have a difference of 38 units on Target coming from CAR that cannot be found in FMS1-VBRP, and we would like to deep dive with you. 1. Ex. 1: on store ID 1948, CAR side we have 3 Nuance transactions: . 300022020200 and 300022020201 (a sale and a return) on 02/19 -> specularly in VBRP we have a sale and a return on 02/19 . 300021840201 on 02/17 -> we don't find any record in RP1 on the same day 2. Ex. 2: store ID 1912, transaction 320043220100 of 02/10 -> no records in RP1 These are the merch. category codes we're searching for in VBRP-MATKL: 010510518 010540001 030510050 901045005 Please help to understand if something is not being processed yet. Email thread attached. Thanks Luigi..System (RP1/ CP1/ MIM) : RP1..Brand : AW..COUNTRY : US..SAP Site # : RP1..SAP User ID : RUGGIEROL",Master data and Posting period failed idocs have been resolved.,Sap Errors SAP Retail (FMS1) NA,PDM_ECCIDOC_XX_XXX_XXXX: Idoc stuck due to Master data issue
2025-03-04,13:26:05,202510,A3202177L,P3 - Normal,To be defined,Work in progress,2025-03-04,150710,SAP Tr-SalesAudit (POSDT)  SAP Retail (FMS1) NA,,USA,RUGGIERO LUIGI,Kumari Antima,Incident,Closed,2025-03-15,"Enter a description of your request: : Hello Team, with the launch of Nuance Audio, we're performing some cross checks in BI between OneLRA (with source CAR) and FDW (with source FMS1) to reconciliate the frames units, and on most banners they match. Anyway, we have a difference of 38 units on Target coming from CAR that cannot be found in FMS1-VBRP, and we would like to deep dive with you. 1. Ex. 1: on store ID 1948, CAR side we have 3 Nuance transactions: . 300022020200 and 300022020201 (a sale and a return) on 02/19 -> specularly in VBRP we have a sale and a return on 02/19 . 300021840201 on 02/17 -> we don't find any record in RP1 on the same day 2. Ex. 2: store ID 1912, transaction 320043220100 of 02/10 -> no records in RP1 These are the merch. category codes we're searching for in VBRP-MATKL: 010510518 010540001 030510050 901045005 Please help to understand if something is not being processed yet. Email thread attached. Thanks Luigi..System (RP1/ CP1/ MIM) : RP1..Brand : AW..COUNTRY : US..SAP Site # : RP1..SAP User ID : RUGGIEROL",Master data and Posting period failed idocs have been resolved.,Sap Errors SAP Retail (FMS1) NA,PDM_ECCIDOC_XX_XXX_XXXX: Idoc stuck due to Master data issue
2025-03-04,13:26:05,202510,A3202177L,P3 - Normal,Work in progress,Forwarded,2025-03-04,163548,SAP Tr-SalesAudit (POSDT)  SAP Retail (FMS1) NA,,USA,RUGGIERO LUIGI,Kumari Antima,Incident,Closed,2025-03-15,"Enter a description of your request: : Hello Team, with the launch of Nuance Audio, we're performing some cross checks in BI between OneLRA (with source CAR) and FDW (with source FMS1) to reconciliate the frames units, and on most banners they match. Anyway, we have a difference of 38 units on Target coming from CAR that cannot be found in FMS1-VBRP, and we would like to deep dive with you. 1. Ex. 1: on store ID 1948, CAR side we have 3 Nuance transactions: . 300022020200 and 300022020201 (a sale and a return) on 02/19 -> specularly in VBRP we have a sale and a return on 02/19 . 300021840201 on 02/17 -> we don't find any record in RP1 on the same day 2. Ex. 2: store ID 1912, transaction 320043220100 of 02/10 -> no records in RP1 These are the merch. category codes we're searching for in VBRP-MATKL: 010510518 010540001 030510050 901045005 Please help to understand if something is not being processed yet. Email thread attached. Thanks Luigi..System (RP1/ CP1/ MIM) : RP1..Brand : AW..COUNTRY : US..SAP Site # : RP1..SAP User ID : RUGGIEROL",Master data and Posting period failed idocs have been resolved.,Sap Errors SAP Retail (FMS1) NA,PDM_ECCIDOC_XX_XXX_XXXX: Idoc stuck due to Master data issue
2025-03-04,13:26:05,202510,A3202177L,P3 - Normal,Work in progress,Forwarded,2025-03-04,190751,SAP Tr-SalesAudit (POSDT)  SAP Retail (FMS1) NA,,USA,RUGGIERO LUIGI,Kumari Antima,Incident,Closed,2025-03-15,"Enter a description of your request: : Hello Team, with the launch of Nuance Audio, we're performing some cross checks in BI between OneLRA (with source CAR) and FDW (with source FMS1) to reconciliate the frames units, and on most banners they match. Anyway, we have a difference of 38 units on Target coming from CAR that cannot be found in FMS1-VBRP, and we would like to deep dive with you. 1. Ex. 1: on store ID 1948, CAR side we have 3 Nuance transactions: . 300022020200 and 300022020201 (a sale and a return) on 02/19 -> specularly in VBRP we have a sale and a return on 02/19 . 300021840201 on 02/17 -> we don't find any record in RP1 on the same day 2. Ex. 2: store ID 1912, transaction 320043220100 of 02/10 -> no records in RP1 These are the merch. category codes we're searching for in VBRP-MATKL: 010510518 010540001 030510050 901045005 Please help to understand if something is not being processed yet. Email thread attached. Thanks Luigi..System (RP1/ CP1/ MIM) : RP1..Brand : AW..COUNTRY : US..SAP Site # : RP1..SAP User ID : RUGGIEROL",Master data and Posting period failed idocs have been resolved.,Sap Errors SAP Retail (FMS1) NA,PDM_ECCIDOC_XX_XXX_XXXX: Idoc stuck due to Master data issue
2025-03-04,13:26:05,202510,A3202177L,P3 - Normal,Work in progress,Pending For IT Check,2025-03-04,204413,SAP Tr-SalesAudit (POSDT)  SAP Retail (FMS1) NA,,USA,RUGGIERO LUIGI,Kumari Antima,Incident,Closed,2025-03-15,"Enter a description of your request: : Hello Team, with the launch of Nuance Audio, we're performing some cross checks in BI between OneLRA (with source CAR) and FDW (with source FMS1) to reconciliate the frames units, and on most banners they match. Anyway, we have a difference of 38 units on Target coming from CAR that cannot be found in FMS1-VBRP, and we would like to deep dive with you. 1. Ex. 1: on store ID 1948, CAR side we have 3 Nuance transactions: . 300022020200 and 300022020201 (a sale and a return) on 02/19 -> specularly in VBRP we have a sale and a return on 02/19 . 300021840201 on 02/17 -> we don't find any record in RP1 on the same day 2. Ex. 2: store ID 1912, transaction 320043220100 of 02/10 -> no records in RP1 These are the merch. category codes we're searching for in VBRP-MATKL: 010510518 010540001 030510050 901045005 Please help to understand if something is not being processed yet. Email thread attached. Thanks Luigi..System (RP1/ CP1/ MIM) : RP1..Brand : AW..COUNTRY : US..SAP Site # : RP1..SAP User ID : RUGGIEROL",Master data and Posting period failed idocs have been resolved.,Sap Errors SAP Retail (FMS1) NA,PDM_ECCIDOC_XX_XXX_XXXX: Idoc stuck due to Master data issue
2025-03-04,13:47:40,202510,A3202225L,P4 - Low,Forwarded,Work in progress,2025-03-10,151836,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,RURALE GIORGIA,Battula Hima Sri,Service Request,Closed,2025-04-07,"Oggetto : Due date logic removal..Richiesta :..Please remove the due date logic in F110 payments that we implement this summer with Darren and Mannu. The companies are the following..Company CodeCompany Name.3000Luxottica UK Retail3120Luxottica Austria GmbH3130Luxottica Belgium N.V3140Sunglasshut France3141Solaris Monaco3150Luxottica Portugal S.A.3160LUXOTTICA SPAIN, S.L.U3170SGH Turkey3180Luxottica Germany GmbH3200SGH Denmark3210ELIT3230Luxottica Schweiz AG4000Luxottica Retail - IE5000Sunglasshut Dubai8200Luxottica The Netherlands BV8300SGH South AfricaG021GrandVision SpainG048Vision Express LimitedG049Vision Express LimitedG050Vision Express (UK) LtdG052Vision Express JVG056Abbeyfield V.E. Ltd.G199Vision Express Ireland Ltd.G254GrandOptical Portugal S.AG255GrandVision Portugal",No answer received by EndUser,,FIN_FIN-AP_XX_XXX_XXXX-Due date logic removal
2025-03-04,13:47:40,202510,A3202225L,P4 - Low,Solved,Closed,2025-04-07,225101,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,RURALE GIORGIA,Battula Hima Sri,Service Request,Closed,2025-04-07,"Oggetto : Due date logic removal..Richiesta :..Please remove the due date logic in F110 payments that we implement this summer with Darren and Mannu. The companies are the following..Company CodeCompany Name.3000Luxottica UK Retail3120Luxottica Austria GmbH3130Luxottica Belgium N.V3140Sunglasshut France3141Solaris Monaco3150Luxottica Portugal S.A.3160LUXOTTICA SPAIN, S.L.U3170SGH Turkey3180Luxottica Germany GmbH3200SGH Denmark3210ELIT3230Luxottica Schweiz AG4000Luxottica Retail - IE5000Sunglasshut Dubai8200Luxottica The Netherlands BV8300SGH South AfricaG021GrandVision SpainG048Vision Express LimitedG049Vision Express LimitedG050Vision Express (UK) LtdG052Vision Express JVG056Abbeyfield V.E. Ltd.G199Vision Express Ireland Ltd.G254GrandOptical Portugal S.AG255GrandVision Portugal",No answer received by EndUser,,FIN_FIN-AP_XX_XXX_XXXX-Due date logic removal
2025-03-04,13:47:40,202510,A3202225L,P4 - Low,Suspended,Solved,2025-04-02,225057,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,RURALE GIORGIA,Battula Hima Sri,Service Request,Closed,2025-04-07,"Oggetto : Due date logic removal..Richiesta :..Please remove the due date logic in F110 payments that we implement this summer with Darren and Mannu. The companies are the following..Company CodeCompany Name.3000Luxottica UK Retail3120Luxottica Austria GmbH3130Luxottica Belgium N.V3140Sunglasshut France3141Solaris Monaco3150Luxottica Portugal S.A.3160LUXOTTICA SPAIN, S.L.U3170SGH Turkey3180Luxottica Germany GmbH3200SGH Denmark3210ELIT3230Luxottica Schweiz AG4000Luxottica Retail - IE5000Sunglasshut Dubai8200Luxottica The Netherlands BV8300SGH South AfricaG021GrandVision SpainG048Vision Express LimitedG049Vision Express LimitedG050Vision Express (UK) LtdG052Vision Express JVG056Abbeyfield V.E. Ltd.G199Vision Express Ireland Ltd.G254GrandOptical Portugal S.AG255GrandVision Portugal",No answer received by EndUser,,FIN_FIN-AP_XX_XXX_XXXX-Due date logic removal
2025-03-04,13:47:40,202510,A3202225L,P4 - Low,To be defined,Work in progress,2025-03-07,165406,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,RURALE GIORGIA,Battula Hima Sri,Service Request,Closed,2025-04-07,"Oggetto : Due date logic removal..Richiesta :..Please remove the due date logic in F110 payments that we implement this summer with Darren and Mannu. The companies are the following..Company CodeCompany Name.3000Luxottica UK Retail3120Luxottica Austria GmbH3130Luxottica Belgium N.V3140Sunglasshut France3141Solaris Monaco3150Luxottica Portugal S.A.3160LUXOTTICA SPAIN, S.L.U3170SGH Turkey3180Luxottica Germany GmbH3200SGH Denmark3210ELIT3230Luxottica Schweiz AG4000Luxottica Retail - IE5000Sunglasshut Dubai8200Luxottica The Netherlands BV8300SGH South AfricaG021GrandVision SpainG048Vision Express LimitedG049Vision Express LimitedG050Vision Express (UK) LtdG052Vision Express JVG056Abbeyfield V.E. Ltd.G199Vision Express Ireland Ltd.G254GrandOptical Portugal S.AG255GrandVision Portugal",No answer received by EndUser,,FIN_FIN-AP_XX_XXX_XXXX-Due date logic removal
2025-03-04,13:47:40,202510,A3202225L,P4 - Low,Work in progress,Forwarded,2025-03-10,151809,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,RURALE GIORGIA,Battula Hima Sri,Service Request,Closed,2025-04-07,"Oggetto : Due date logic removal..Richiesta :..Please remove the due date logic in F110 payments that we implement this summer with Darren and Mannu. The companies are the following..Company CodeCompany Name.3000Luxottica UK Retail3120Luxottica Austria GmbH3130Luxottica Belgium N.V3140Sunglasshut France3141Solaris Monaco3150Luxottica Portugal S.A.3160LUXOTTICA SPAIN, S.L.U3170SGH Turkey3180Luxottica Germany GmbH3200SGH Denmark3210ELIT3230Luxottica Schweiz AG4000Luxottica Retail - IE5000Sunglasshut Dubai8200Luxottica The Netherlands BV8300SGH South AfricaG021GrandVision SpainG048Vision Express LimitedG049Vision Express LimitedG050Vision Express (UK) LtdG052Vision Express JVG056Abbeyfield V.E. Ltd.G199Vision Express Ireland Ltd.G254GrandOptical Portugal S.AG255GrandVision Portugal",No answer received by EndUser,,FIN_FIN-AP_XX_XXX_XXXX-Due date logic removal
2025-03-04,13:47:40,202510,A3202225L,P4 - Low,Work in progress,Suspended,2025-03-13,215043,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,RURALE GIORGIA,Battula Hima Sri,Service Request,Closed,2025-04-07,"Oggetto : Due date logic removal..Richiesta :..Please remove the due date logic in F110 payments that we implement this summer with Darren and Mannu. The companies are the following..Company CodeCompany Name.3000Luxottica UK Retail3120Luxottica Austria GmbH3130Luxottica Belgium N.V3140Sunglasshut France3141Solaris Monaco3150Luxottica Portugal S.A.3160LUXOTTICA SPAIN, S.L.U3170SGH Turkey3180Luxottica Germany GmbH3200SGH Denmark3210ELIT3230Luxottica Schweiz AG4000Luxottica Retail - IE5000Sunglasshut Dubai8200Luxottica The Netherlands BV8300SGH South AfricaG021GrandVision SpainG048Vision Express LimitedG049Vision Express LimitedG050Vision Express (UK) LtdG052Vision Express JVG056Abbeyfield V.E. Ltd.G199Vision Express Ireland Ltd.G254GrandOptical Portugal S.AG255GrandVision Portugal",No answer received by EndUser,,FIN_FIN-AP_XX_XXX_XXXX-Due date logic removal
2025-03-04,14:01:00,202510,A3202266L,P3 - Normal,Forwarded,Work in progress,2025-03-04,180047,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-03-10,"Hallo,....Wir benoetigen bitte fuer DE003818 die Schaltflaeche Bestandsanpassung in Fiori.. Celina Schaefer..Store 3189 Wertheim Outlet....Mit freundlichen GruessenRoman Sawinski..Hello,..We need the inventory adjustment button in Fiori for DE003818. Celina Schaefer..Store 3189 Wertheim Outlet..Kind regards..Roman Sawinski","the SAP account of user - DE003818, is repushed and is assigned the required access.. User confirmed they got access",APPLICATION ISSUE,SCM_MIMAUT_DE_SGH_3189: For MIM user DE003818 requesting inventory adjustment button
2025-03-04,14:01:00,202510,A3202266L,P3 - Normal,Forwarded,Work in progress,2025-03-05,92443,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-03-10,"Hallo,....Wir benoetigen bitte fuer DE003818 die Schaltflaeche Bestandsanpassung in Fiori.. Celina Schaefer..Store 3189 Wertheim Outlet....Mit freundlichen GruessenRoman Sawinski..Hello,..We need the inventory adjustment button in Fiori for DE003818. Celina Schaefer..Store 3189 Wertheim Outlet..Kind regards..Roman Sawinski","the SAP account of user - DE003818, is repushed and is assigned the required access.. User confirmed they got access",APPLICATION ISSUE,SCM_MIMAUT_DE_SGH_3189: For MIM user DE003818 requesting inventory adjustment button
2025-03-04,14:01:00,202510,A3202266L,P3 - Normal,Forwarded,Work in progress,2025-03-05,155426,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-03-10,"Hallo,....Wir benoetigen bitte fuer DE003818 die Schaltflaeche Bestandsanpassung in Fiori.. Celina Schaefer..Store 3189 Wertheim Outlet....Mit freundlichen GruessenRoman Sawinski..Hello,..We need the inventory adjustment button in Fiori for DE003818. Celina Schaefer..Store 3189 Wertheim Outlet..Kind regards..Roman Sawinski","the SAP account of user - DE003818, is repushed and is assigned the required access.. User confirmed they got access",APPLICATION ISSUE,SCM_MIMAUT_DE_SGH_3189: For MIM user DE003818 requesting inventory adjustment button
2025-03-04,14:01:00,202510,A3202266L,P3 - Normal,Solved,Closed,2025-03-10,181450,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-03-10,"Hallo,....Wir benoetigen bitte fuer DE003818 die Schaltflaeche Bestandsanpassung in Fiori.. Celina Schaefer..Store 3189 Wertheim Outlet....Mit freundlichen GruessenRoman Sawinski..Hello,..We need the inventory adjustment button in Fiori for DE003818. Celina Schaefer..Store 3189 Wertheim Outlet..Kind regards..Roman Sawinski","the SAP account of user - DE003818, is repushed and is assigned the required access.. User confirmed they got access",APPLICATION ISSUE,SCM_MIMAUT_DE_SGH_3189: For MIM user DE003818 requesting inventory adjustment button
2025-03-04,14:01:00,202510,A3202266L,P3 - Normal,Suspended,Solved,2025-03-05,181445,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-03-10,"Hallo,....Wir benoetigen bitte fuer DE003818 die Schaltflaeche Bestandsanpassung in Fiori.. Celina Schaefer..Store 3189 Wertheim Outlet....Mit freundlichen GruessenRoman Sawinski..Hello,..We need the inventory adjustment button in Fiori for DE003818. Celina Schaefer..Store 3189 Wertheim Outlet..Kind regards..Roman Sawinski","the SAP account of user - DE003818, is repushed and is assigned the required access.. User confirmed they got access",APPLICATION ISSUE,SCM_MIMAUT_DE_SGH_3189: For MIM user DE003818 requesting inventory adjustment button
2025-03-04,14:01:00,202510,A3202266L,P3 - Normal,To be defined,Work in progress,2025-03-04,154343,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-03-10,"Hallo,....Wir benoetigen bitte fuer DE003818 die Schaltflaeche Bestandsanpassung in Fiori.. Celina Schaefer..Store 3189 Wertheim Outlet....Mit freundlichen GruessenRoman Sawinski..Hello,..We need the inventory adjustment button in Fiori for DE003818. Celina Schaefer..Store 3189 Wertheim Outlet..Kind regards..Roman Sawinski","the SAP account of user - DE003818, is repushed and is assigned the required access.. User confirmed they got access",APPLICATION ISSUE,SCM_MIMAUT_DE_SGH_3189: For MIM user DE003818 requesting inventory adjustment button
2025-03-04,14:01:00,202510,A3202266L,P3 - Normal,Work in progress,Forwarded,2025-03-04,154529,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-03-10,"Hallo,....Wir benoetigen bitte fuer DE003818 die Schaltflaeche Bestandsanpassung in Fiori.. Celina Schaefer..Store 3189 Wertheim Outlet....Mit freundlichen GruessenRoman Sawinski..Hello,..We need the inventory adjustment button in Fiori for DE003818. Celina Schaefer..Store 3189 Wertheim Outlet..Kind regards..Roman Sawinski","the SAP account of user - DE003818, is repushed and is assigned the required access.. User confirmed they got access",APPLICATION ISSUE,SCM_MIMAUT_DE_SGH_3189: For MIM user DE003818 requesting inventory adjustment button
2025-03-04,14:01:00,202510,A3202266L,P3 - Normal,Work in progress,Forwarded,2025-03-04,214913,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-03-10,"Hallo,....Wir benoetigen bitte fuer DE003818 die Schaltflaeche Bestandsanpassung in Fiori.. Celina Schaefer..Store 3189 Wertheim Outlet....Mit freundlichen GruessenRoman Sawinski..Hello,..We need the inventory adjustment button in Fiori for DE003818. Celina Schaefer..Store 3189 Wertheim Outlet..Kind regards..Roman Sawinski","the SAP account of user - DE003818, is repushed and is assigned the required access.. User confirmed they got access",APPLICATION ISSUE,SCM_MIMAUT_DE_SGH_3189: For MIM user DE003818 requesting inventory adjustment button
2025-03-04,14:01:00,202510,A3202266L,P3 - Normal,Work in progress,Forwarded,2025-03-05,103714,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-03-10,"Hallo,....Wir benoetigen bitte fuer DE003818 die Schaltflaeche Bestandsanpassung in Fiori.. Celina Schaefer..Store 3189 Wertheim Outlet....Mit freundlichen GruessenRoman Sawinski..Hello,..We need the inventory adjustment button in Fiori for DE003818. Celina Schaefer..Store 3189 Wertheim Outlet..Kind regards..Roman Sawinski","the SAP account of user - DE003818, is repushed and is assigned the required access.. User confirmed they got access",APPLICATION ISSUE,SCM_MIMAUT_DE_SGH_3189: For MIM user DE003818 requesting inventory adjustment button
2025-03-04,14:01:00,202510,A3202266L,P3 - Normal,Work in progress,Suspended,2025-03-05,165442,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,SANDEEP SV Guru,Incident RETAIL,Closed,2025-03-10,"Hallo,....Wir benoetigen bitte fuer DE003818 die Schaltflaeche Bestandsanpassung in Fiori.. Celina Schaefer..Store 3189 Wertheim Outlet....Mit freundlichen GruessenRoman Sawinski..Hello,..We need the inventory adjustment button in Fiori for DE003818. Celina Schaefer..Store 3189 Wertheim Outlet..Kind regards..Roman Sawinski","the SAP account of user - DE003818, is repushed and is assigned the required access.. User confirmed they got access",APPLICATION ISSUE,SCM_MIMAUT_DE_SGH_3189: For MIM user DE003818 requesting inventory adjustment button
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Assigned,Forwarded,2025-03-10,144411,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Assigned,Forwarded,2025-03-11,101952,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Assigned,Forwarded,2025-03-19,112758,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Forwarded,Assigned,2025-03-10,60004,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Forwarded,Assigned,2025-03-11,93006,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Forwarded,Assigned,2025-03-19,103504,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Forwarded,Work in progress,2025-03-05,92443,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Forwarded,Work in progress,2025-03-05,155749,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Forwarded,Work in progress,2025-03-07,60605,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
